locus_tag	ftype	length_bp	gene	EC_number	COG	product
MLDGMJPK_01381	CDS	1509	dltA	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
MLDGMJPK_01382	CDS	228				hypothetical protein
MLDGMJPK_01383	CDS	1071				hypothetical protein
MLDGMJPK_01384	CDS	1215				hypothetical protein
MLDGMJPK_01385	CDS	699	legF_1	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
MLDGMJPK_01386	CDS	825	pseG	3.6.1.57	COG3980	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase
MLDGMJPK_01387	CDS	474	pseH	2.3.1.202	COG1670	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase
MLDGMJPK_01388	CDS	747	hisF_2	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
MLDGMJPK_01389	CDS	606	hisH_2	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
MLDGMJPK_01390	CDS	1137				hypothetical protein
MLDGMJPK_01391	CDS	1032	pseI	2.5.1.97	COG2089	Pseudaminic acid synthase
MLDGMJPK_01392	CDS	972	strE	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
MLDGMJPK_01393	CDS	1155	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
MLDGMJPK_01394	CDS	543	epsM	2.3.1.-	COG0110	Putative acetyltransferase EpsM
MLDGMJPK_01395	CDS	321				hypothetical protein
MLDGMJPK_01396	CDS	387				hypothetical protein
MLDGMJPK_01397	CDS	1122				hypothetical protein
MLDGMJPK_01398	CDS	675				hypothetical protein
MLDGMJPK_01399	CDS	1005	legI_2	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
MLDGMJPK_01400	CDS	1155	legG	3.2.1.184	COG0381	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)
MLDGMJPK_01401	CDS	978	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
MLDGMJPK_01402	CDS	906				hypothetical protein
MLDGMJPK_01403	CDS	708	legF_2	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
MLDGMJPK_01404	CDS	771		1.1.1.390		Sulfoquinovose 1-dehydrogenase
MLDGMJPK_01405	CDS	1953				hypothetical protein
MLDGMJPK_01406	CDS	1881				hypothetical protein
MLDGMJPK_01407	CDS	183				hypothetical protein
MLDGMJPK_01408	CDS	1782				hypothetical protein
MLDGMJPK_01409	CDS	1908				hypothetical protein
MLDGMJPK_01410	CDS	1719	flaA_1		COG1344	Flagellin A
MLDGMJPK_01411	CDS	1719	flaA_2		COG1344	Flagellin A
MLDGMJPK_01412	CDS	1053				hypothetical protein
MLDGMJPK_01413	CDS	417				hypothetical protein
MLDGMJPK_01414	CDS	633				hypothetical protein
MLDGMJPK_01415	CDS	228				hypothetical protein
MLDGMJPK_01416	CDS	210				hypothetical protein
MLDGMJPK_01417	CDS	957				hypothetical protein
MLDGMJPK_01418	CDS	573	yceI		COG2353	Protein YceI
MLDGMJPK_01419	CDS	363				hypothetical protein
MLDGMJPK_01420	CDS	705				hypothetical protein
MLDGMJPK_01421	CDS	147				hypothetical protein
MLDGMJPK_01422	CDS	1722		1.1.99.3		Gluconate 2-dehydrogenase flavoprotein
MLDGMJPK_01423	CDS	729				hypothetical protein
MLDGMJPK_01424	CDS	705	hcpC	3.5.2.6	COG0790	Putative beta-lactamase HcpC
MLDGMJPK_01425	CDS	1830				hypothetical protein
MLDGMJPK_01426	CDS	2187	der_1			GTPase Der
MLDGMJPK_01427	CDS	726	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
MLDGMJPK_01428	CDS	1992	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
MLDGMJPK_01429	CDS	783	frdC		COG2009	Fumarate reductase cytochrome b subunit
MLDGMJPK_01430	CDS	816	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
MLDGMJPK_01431	CDS	900				hypothetical protein
MLDGMJPK_01432	CDS	789	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
MLDGMJPK_01433	CDS	837				hypothetical protein
MLDGMJPK_01434	CDS	546				hypothetical protein
MLDGMJPK_01435	CDS	1245	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
MLDGMJPK_01436	CDS	1506	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
MLDGMJPK_01437	CDS	474	fur		COG0735	Ferric uptake regulation protein
MLDGMJPK_01438	CDS	564				hypothetical protein
MLDGMJPK_01439	CDS	285	GATC	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C, chloroplastic/mitochondrial
MLDGMJPK_01440	CDS	579				hypothetical protein
MLDGMJPK_01441	CDS	999				hypothetical protein
MLDGMJPK_01442	CDS	291				hypothetical protein
MLDGMJPK_01443	CDS	630	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
MLDGMJPK_01444	CDS	1347	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
MLDGMJPK_01445	CDS	1443	pyk	2.7.1.40		Pyruvate kinase
MLDGMJPK_01446	CDS	636				hypothetical protein
MLDGMJPK_01447	CDS	2463				hypothetical protein
MLDGMJPK_01448	CDS	1236	serS	6.1.1.11	COG0172	Serine--tRNA ligase
MLDGMJPK_01449	CDS	960	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
MLDGMJPK_01450	CDS	498	aroK	2.7.1.71	COG0703	Shikimate kinase
MLDGMJPK_01451	CDS	1383	der_2		COG1160	GTPase Der
MLDGMJPK_01452	CDS	933	cntI			Pseudopaline exporter CntI
MLDGMJPK_01453	CDS	816	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
MLDGMJPK_01454	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
MLDGMJPK_01455	CDS	399	nusB		COG0781	Transcription antitermination protein NusB
MLDGMJPK_01456	CDS	840	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
MLDGMJPK_01457	CDS	786				hypothetical protein
MLDGMJPK_01458	CDS	894	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
MLDGMJPK_01459	CDS	573	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
MLDGMJPK_01460	CDS	1713	ftsH_3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
MLDGMJPK_01461	CDS	825				hypothetical protein
MLDGMJPK_01462	CDS	477				hypothetical protein
MLDGMJPK_01463	CDS	492				hypothetical protein
MLDGMJPK_01464	CDS	936	hpr	1.1.1.81	COG1052	Hydroxypyruvate reductase
MLDGMJPK_01465	CDS	1170	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
MLDGMJPK_01466	CDS	606				hypothetical protein
MLDGMJPK_01467	CDS	198				hypothetical protein
MLDGMJPK_01468	CDS	1377				hypothetical protein
MLDGMJPK_01469	CDS	633				hypothetical protein
MLDGMJPK_01470	CDS	1104	acrE			Multidrug export protein AcrE
MLDGMJPK_01471	CDS	204				hypothetical protein
MLDGMJPK_01472	CDS	1398				hypothetical protein
MLDGMJPK_01473	CDS	2604				hypothetical protein
MLDGMJPK_01474	CDS	1149	paeR7IM	2.1.1.72		Modification methylase PaeR7I
MLDGMJPK_01475	CDS	1782				hypothetical protein
MLDGMJPK_01476	CDS	702				hypothetical protein
MLDGMJPK_01477	CDS	1203	bcr			Bicyclomycin resistance protein
MLDGMJPK_01478	CDS	1350				hypothetical protein
MLDGMJPK_01479	CDS	1044				hypothetical protein
MLDGMJPK_01480	CDS	648				hypothetical protein
MLDGMJPK_01481	CDS	1809	typA		COG1217	GTP-binding protein TypA/BipA
MLDGMJPK_01482	CDS	324				hypothetical protein
MLDGMJPK_01483	CDS	1791				hypothetical protein
MLDGMJPK_01484	CDS	885				hypothetical protein
MLDGMJPK_01485	CDS	1638				hypothetical protein
MLDGMJPK_01486	CDS	1872				hypothetical protein
MLDGMJPK_01487	CDS	435				Bacteriohemerythrin
MLDGMJPK_01488	CDS	345				hypothetical protein
MLDGMJPK_01489	CDS	216				hypothetical protein
MLDGMJPK_01490	CDS	252				hypothetical protein
MLDGMJPK_01491	CDS	1017	mnmA_2	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
MLDGMJPK_01492	CDS	606				hypothetical protein
MLDGMJPK_01493	CDS	789				hypothetical protein
MLDGMJPK_01494	CDS	408				hypothetical protein
MLDGMJPK_01495	CDS	603				hypothetical protein
MLDGMJPK_01496	CDS	600				hypothetical protein
MLDGMJPK_01497	CDS	843				hypothetical protein
MLDGMJPK_01498	CDS	1080	fliM		COG1868	Flagellar motor switch protein FliM
MLDGMJPK_01499	CDS	717	fliA		COG1191	RNA polymerase sigma factor FliA
MLDGMJPK_01500	CDS	357				hypothetical protein
MLDGMJPK_01501	CDS	867	ylxH		COG0455	Flagellum site-determining protein YlxH
MLDGMJPK_01502	CDS	1455	srp54			Signal recognition particle 54 kDa protein
MLDGMJPK_01503	CDS	474	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
MLDGMJPK_01504	CDS	480	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
MLDGMJPK_01505	CDS	1230		3.5.4.40	COG0402	Aminodeoxyfutalosine deaminase
MLDGMJPK_01506	CDS	897				hypothetical protein
MLDGMJPK_01507	CDS	1032				hypothetical protein
MLDGMJPK_01508	CDS	351				hypothetical protein
MLDGMJPK_01509	CDS	297				Bacteriohemerythrin
MLDGMJPK_01510	CDS	657	lutC			Lactate utilization protein C
MLDGMJPK_01511	CDS	1440	lutB		COG1139	Lactate utilization protein B
MLDGMJPK_01512	CDS	741	lutA_2		COG0247	Lactate utilization protein A
MLDGMJPK_01513	CDS	1683	lldP		COG1620	L-lactate permease
MLDGMJPK_01514	CDS	570				hypothetical protein
MLDGMJPK_01515	CDS	798	cdtB	3.1.-.-		Cytolethal distending toxin subunit B 
MLDGMJPK_01516	CDS	807				hypothetical protein
MLDGMJPK_01517	CDS	270				hypothetical protein
MLDGMJPK_01518	CDS	504				hypothetical protein
MLDGMJPK_01519	CDS	528	tpx	1.11.1.15	COG2077	Thiol peroxidase
MLDGMJPK_01520	CDS	738				hypothetical protein
MLDGMJPK_01521	CDS	2031	uvrD	3.6.4.12	COG0210	DNA helicase II
MLDGMJPK_01522	CDS	1023				hypothetical protein
MLDGMJPK_01523	CDS	2613	valS	6.1.1.9	COG0525	Valine--tRNA ligase
MLDGMJPK_01524	CDS	1011	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
MLDGMJPK_01525	CDS	912				hypothetical protein
MLDGMJPK_01526	CDS	774	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
MLDGMJPK_01527	CDS	771	nlpA		COG1464	Lipoprotein 28
MLDGMJPK_01528	CDS	777	metQ_2		COG1464	Methionine-binding lipoprotein MetQ
MLDGMJPK_01529	CDS	663				hypothetical protein
MLDGMJPK_01530	CDS	564	shdB	2.5.1.129		putative UbiX-like flavin prenyltransferase
MLDGMJPK_01531	CDS	477	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
MLDGMJPK_01532	CDS	579	tmk	2.7.4.9	COG0125	Thymidylate kinase
MLDGMJPK_01533	CDS	1227	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
MLDGMJPK_01534	CDS	1833	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
MLDGMJPK_01535	CDS	639	cysE	2.3.1.30	COG1045	Serine acetyltransferase
MLDGMJPK_01536	CDS	1170		2.6.1.1		Aspartate aminotransferase
MLDGMJPK_01537	CDS	342				hypothetical protein
MLDGMJPK_01538	CDS	1023			COG2220	putative protein
MLDGMJPK_01539	CDS	1872	dnaK			Chaperone protein DnaK
MLDGMJPK_01540	CDS	531	grpE			Protein GrpE
MLDGMJPK_01541	CDS	792	hrcA			Heat-inducible transcription repressor HrcA
MLDGMJPK_01542	CDS	2091	cirA		COG4771	Colicin I receptor
MLDGMJPK_01543	CDS	699				hypothetical protein
MLDGMJPK_01544	CDS	384				IS200/IS605 family transposase ISCco1
MLDGMJPK_01545	CDS	246				hypothetical protein
MLDGMJPK_01546	CDS	1107	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
MLDGMJPK_01547	CDS	1224				hypothetical protein
MLDGMJPK_01548	CDS	1182	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
MLDGMJPK_01549	CDS	1635				hypothetical protein
MLDGMJPK_01550	CDS	948	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
MLDGMJPK_01551	CDS	1659	kpsD		COG1596	Polysialic acid transport protein KpsD
MLDGMJPK_01552	CDS	1119				hypothetical protein
MLDGMJPK_01553	CDS	663	kpsT			Polysialic acid transport ATP-binding protein KpsT
MLDGMJPK_01554	CDS	783	kpsM		COG1682	Polysialic acid transport protein KpsM
MLDGMJPK_01555	CDS	408				hypothetical protein
MLDGMJPK_01556	CDS	564				hypothetical protein
MLDGMJPK_01557	CDS	690				hypothetical protein
MLDGMJPK_01558	CDS	714				hypothetical protein
MLDGMJPK_01559	CDS	966	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
MLDGMJPK_01560	CDS	1320	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
MLDGMJPK_01561	CDS	1098	prfB			Peptide chain release factor 2
MLDGMJPK_01562	CDS	315				hypothetical protein
MLDGMJPK_01563	CDS	1119	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
MLDGMJPK_01564	CDS	822	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
MLDGMJPK_01565	CDS	1074				hypothetical protein
MLDGMJPK_01566	CDS	384				hypothetical protein
MLDGMJPK_01567	CDS	687				hypothetical protein
MLDGMJPK_01568	CDS	1047	flgI			Flagellar P-ring protein
MLDGMJPK_01569	CDS	342				hypothetical protein
MLDGMJPK_01570	CDS	198				hypothetical protein
MLDGMJPK_01571	CDS	435				hypothetical protein
MLDGMJPK_01572	CDS	1827				hypothetical protein
MLDGMJPK_01573	CDS	765				hypothetical protein
MLDGMJPK_01574	CDS	765	yfcA		COG0730	putative membrane transporter protein YfcA
MLDGMJPK_01575	CDS	1182	gspF		COG1459	Putative type II secretion system protein F
MLDGMJPK_01576	CDS	1560				hypothetical protein
MLDGMJPK_01577	CDS	588				hypothetical protein
MLDGMJPK_01578	CDS	609				hypothetical protein
MLDGMJPK_01579	CDS	1419	sctC			Type 3 secretion system secretin
MLDGMJPK_01580	CDS	318				hypothetical protein
MLDGMJPK_01581	CDS	345		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
MLDGMJPK_01582	CDS	1218	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
MLDGMJPK_01583	CDS	1125	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
MLDGMJPK_01584	CDS	696	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
MLDGMJPK_01585	CDS	696	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
MLDGMJPK_01586	CDS	1407	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
MLDGMJPK_01587	CDS	1338	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
MLDGMJPK_01588	CDS	1362				hypothetical protein
MLDGMJPK_01589	CDS	369				hypothetical protein
MLDGMJPK_01590	CDS	624				hypothetical protein
MLDGMJPK_01591	CDS	1305				hypothetical protein
MLDGMJPK_01592	CDS	1203				hypothetical protein
MLDGMJPK_01593	CDS	309	rplU		COG0261	50S ribosomal protein L21
MLDGMJPK_01594	CDS	255	rpmA		COG0211	50S ribosomal protein L27
MLDGMJPK_01595	CDS	1053	obg	3.6.5.-		GTPase Obg
MLDGMJPK_01596	CDS	756	proB	2.7.2.11	COG0263	Glutamate 5-kinase
MLDGMJPK_01597	CDS	918	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
MLDGMJPK_01598	CDS	654	birA	6.3.4.15		Bifunctional ligase/repressor BirA
MLDGMJPK_01599	CDS	786	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
MLDGMJPK_01600	CDS	837	parB		COG1475	putative chromosome-partitioning protein ParB
MLDGMJPK_01601	CDS	426	atpG_1			ATP synthase subunit b'
MLDGMJPK_01602	CDS	513	atpF			ATP synthase subunit b
MLDGMJPK_01603	CDS	522	atpD_1			ATP synthase subunit delta
MLDGMJPK_01604	CDS	1506	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
MLDGMJPK_01605	CDS	885	atpG_2		COG0224	ATP synthase gamma chain
MLDGMJPK_01606	CDS	1398	atpD_2	7.1.2.2	COG0055	ATP synthase subunit beta
MLDGMJPK_01607	CDS	390	atpC		COG0355	ATP synthase epsilon chain
MLDGMJPK_01608	CDS	555	tolQ_2			Tol-Pal system protein TolQ
MLDGMJPK_01609	CDS	390	exbD_2		COG0848	Biopolymer transport protein ExbD
MLDGMJPK_01610	CDS	780				hypothetical protein
MLDGMJPK_01611	CDS	1209	tolB			Tol-Pal system protein TolB
MLDGMJPK_01612	CDS	498	pal_2		COG2885	Peptidoglycan-associated lipoprotein
MLDGMJPK_01613	CDS	948	cpoB			Cell division coordinator CpoB
MLDGMJPK_01614	CDS	570				hypothetical protein
MLDGMJPK_01615	CDS	852				hypothetical protein
MLDGMJPK_01616	CDS	126				hypothetical protein
MLDGMJPK_01617	CDS	1005	futA1			Iron uptake protein A1
MLDGMJPK_01618	CDS	1617				hypothetical protein
MLDGMJPK_01619	CDS	906	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MLDGMJPK_01620	CDS	1206		1.5.1.43		Carboxynorspermidine synthase
MLDGMJPK_01621	CDS	303				hypothetical protein
MLDGMJPK_01622	CDS	204				hypothetical protein
MLDGMJPK_01623	CDS	663	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
MLDGMJPK_01624	CDS	183				hypothetical protein
MLDGMJPK_01625	tRNA	75				tRNA-Glu(ttc)
MLDGMJPK_01626	CDS	564	mntP		COG1971	putative manganese efflux pump MntP
MLDGMJPK_01627	CDS	870	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
MLDGMJPK_01628	CDS	885	COQ2	2.5.1.39		4-hydroxybenzoate polyprenyltransferase, mitochondrial
MLDGMJPK_01629	CDS	498				hypothetical protein
MLDGMJPK_01630	CDS	516				hypothetical protein
MLDGMJPK_01631	CDS	963	moaA_2	4.1.99.22	COG2896	GTP 3',8-cyclase
MLDGMJPK_01632	CDS	744	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
MLDGMJPK_01633	CDS	582				hypothetical protein
MLDGMJPK_01634	CDS	426				hypothetical protein
MLDGMJPK_01635	CDS	408				hypothetical protein
MLDGMJPK_01636	CDS	657				hypothetical protein
MLDGMJPK_01637	CDS	201	rpmE		COG0254	50S ribosomal protein L31
MLDGMJPK_01638	CDS	825	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
MLDGMJPK_01639	CDS	684	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
MLDGMJPK_01640	CDS	939				hypothetical protein
MLDGMJPK_01641	CDS	807				hypothetical protein
MLDGMJPK_01642	CDS	1203	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
MLDGMJPK_01643	CDS	1248	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
MLDGMJPK_01644	CDS	339				hypothetical protein
MLDGMJPK_01645	CDS	315	trxA		COG0526	Thioredoxin
MLDGMJPK_01646	CDS	939	trxB	1.8.1.9	COG0492	Thioredoxin reductase
MLDGMJPK_01647	CDS	1770				hypothetical protein
MLDGMJPK_01648	CDS	873	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
MLDGMJPK_01649	CDS	687	pfs	3.2.2.30	COG0775	Aminodeoxyfutalosine nucleosidase
MLDGMJPK_01650	CDS	756	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
MLDGMJPK_01651	CDS	522				hypothetical protein
MLDGMJPK_01652	CDS	615				hypothetical protein
MLDGMJPK_01653	CDS	408	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
MLDGMJPK_01654	CDS	690				hypothetical protein
MLDGMJPK_01655	CDS	927	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
MLDGMJPK_01656	CDS	987				hypothetical protein
MLDGMJPK_01657	CDS	363	dksA			RNA polymerase-binding transcription factor DksA
MLDGMJPK_01658	CDS	450	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
MLDGMJPK_01659	CDS	843	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
MLDGMJPK_01660	CDS	723				hypothetical protein
MLDGMJPK_01661	CDS	2220	bamA		COG4775	Outer membrane protein assembly factor BamA
MLDGMJPK_01662	CDS	828	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
MLDGMJPK_01663	CDS	1374				hypothetical protein
MLDGMJPK_01664	CDS	885	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
MLDGMJPK_01665	CDS	402				hypothetical protein
MLDGMJPK_01666	CDS	879	thrB	2.7.1.39	COG0083	Homoserine kinase
MLDGMJPK_01667	CDS	198				hypothetical protein
MLDGMJPK_01668	CDS	2616	infB			Translation initiation factor IF-2
MLDGMJPK_01669	CDS	363	rbfA			Ribosome-binding factor A
MLDGMJPK_01670	CDS	444	rimP		COG0779	Ribosome maturation factor RimP
MLDGMJPK_01671	CDS	1776				hypothetical protein
MLDGMJPK_01672	CDS	1332				hypothetical protein
MLDGMJPK_01673	CDS	804	mntB			Manganese transport system membrane protein MntB
MLDGMJPK_01674	CDS	855	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MLDGMJPK_01675	CDS	891	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
MLDGMJPK_01676	CDS	675	hddC	2.7.7.71		D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
MLDGMJPK_01677	CDS	606	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
MLDGMJPK_01678	CDS	1020	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
MLDGMJPK_01679	CDS	852				hypothetical protein
MLDGMJPK_01680	CDS	942	rfbE	5.1.3.10	COG0451	CDP-paratose 2-epimerase
MLDGMJPK_01681	CDS	1041	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
MLDGMJPK_01682	CDS	624				hypothetical protein
MLDGMJPK_01683	CDS	312				hypothetical protein
MLDGMJPK_01684	CDS	546	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
MLDGMJPK_01685	CDS	1749				hypothetical protein
MLDGMJPK_01686	CDS	3096				hypothetical protein
MLDGMJPK_01687	CDS	1044	moaA_3			GTP 3',8-cyclase
MLDGMJPK_01688	CDS	537				hypothetical protein
MLDGMJPK_01689	CDS	1020	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
MLDGMJPK_01690	CDS	879				hypothetical protein
MLDGMJPK_01691	CDS	1269	csd	2.8.1.7		putative cysteine desulfurase
MLDGMJPK_01692	CDS	825	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
MLDGMJPK_01693	CDS	1119	cca	2.7.7.72		CCA-adding enzyme
MLDGMJPK_01694	CDS	492				hypothetical protein
MLDGMJPK_01695	CDS	246				hypothetical protein
MLDGMJPK_01696	CDS	174				hypothetical protein
MLDGMJPK_01697	CDS	339	napD			Chaperone NapD
MLDGMJPK_01698	CDS	915				hypothetical protein
MLDGMJPK_01699	CDS	522	napB			Periplasmic nitrate reductase, electron transfer subunit
MLDGMJPK_01700	CDS	780	napH		COG0348	Ferredoxin-type protein NapH
MLDGMJPK_01701	CDS	741	napG		COG1145	Ferredoxin-type protein NapG
MLDGMJPK_01702	CDS	996	ansZ	3.5.1.1	COG0252	L-asparaginase 2
MLDGMJPK_01703	CDS	1572	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
MLDGMJPK_01704	CDS	1632	pyrG	6.3.4.2		CTP synthase
MLDGMJPK_01705	CDS	624	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
MLDGMJPK_01706	CDS	1386	tcyP		COG1823	L-cystine uptake protein TcyP
MLDGMJPK_01707	CDS	2370	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
MLDGMJPK_01708	CDS	192				hypothetical protein
MLDGMJPK_01709	CDS	720				hypothetical protein
MLDGMJPK_01710	CDS	1905				hypothetical protein
MLDGMJPK_01711	CDS	1077				hypothetical protein
MLDGMJPK_01712	CDS	174				hypothetical protein
MLDGMJPK_01713	CDS	165				hypothetical protein
MLDGMJPK_01714	CDS	927				hypothetical protein
MLDGMJPK_01715	CDS	303				hypothetical protein
MLDGMJPK_01716	CDS	168				hypothetical protein
MLDGMJPK_01717	CDS	318				hypothetical protein
MLDGMJPK_01718	CDS	738				hypothetical protein
MLDGMJPK_01719	CDS	1227				hypothetical protein
MLDGMJPK_01720	CDS	585				hypothetical protein
MLDGMJPK_01721	CDS	384				hypothetical protein
MLDGMJPK_01722	CDS	333				hypothetical protein
MLDGMJPK_01723	CDS	909	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
MLDGMJPK_01724	rRNA	1181				23S ribosomal RNA (partial)
MLDGMJPK_01725	tRNA	77				tRNA-Ile(gat)
MLDGMJPK_01726	tRNA	76				tRNA-Ala(tgc)
MLDGMJPK_01727	rRNA	1510				16S ribosomal RNA
MLDGMJPK_01728	CDS	1539				hypothetical protein
MLDGMJPK_01729	CDS	303	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
MLDGMJPK_01730	CDS	1230	hisC_3	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
MLDGMJPK_01731	CDS	636				hypothetical protein
MLDGMJPK_01732	CDS	1347				hypothetical protein
MLDGMJPK_01733	CDS	1146				hypothetical protein
MLDGMJPK_01734	rRNA	1220				23S ribosomal RNA (partial)
MLDGMJPK_01735	CDS	267				hypothetical protein
MLDGMJPK_01736	CDS	273				hypothetical protein
MLDGMJPK_01737	CDS	387	rplB_2		COG0090	50S ribosomal protein L2
MLDGMJPK_01738	CDS	207				hypothetical protein
MLDGMJPK_01739	tRNA	76				tRNA-Lys(ttt)
MLDGMJPK_01740	tRNA	77				tRNA-Asp(gtc)
MLDGMJPK_01741	tRNA	76				tRNA-Val(tac)
